n_estimators,dataset,model,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
435,hastie,CF-Iso,0,0.9808812933641701,0.05547902954179771,0.7779259625172659,0.2270986224757654,0.2525340561754944,0.00016321231160172425,2.1275351027375518e-05
435,hastie,CF-Iso,1,0.9841910255891515,0.05010792434458537,0.7994826594375338,0.3577264668763094,0.707866821511429,0.00010606223260821537,1.2346865511962288e-06
435,hastie,CF-Iso,2,0.9826077468582167,0.05218811018057691,0.7912471881615823,0.4175249922122035,0.5033490647319168,8.99584659107775e-05,2.0686013289867537e-06
435,hastie,CF-Iso,3,0.9808599974391076,0.056249533194221046,0.7749234405463996,0.4137380797012148,0.946530984221418,0.00017183121689540233,3.6394591098643944e-07
435,hastie,CF-Iso,4,0.9856074974152593,0.0478257218959652,0.8085929018849433,0.9572554699661071,0.8997002119125478,0.00014082494831420373,3.1423985870411505e-05
435,hastie,CF-Iso,5,0.9867874356730124,0.04580399592849333,0.8167546155821268,0.0,0.16587306463996165,0.00047610153913686833,1.2979130467917009e-05
435,hastie,CF-Iso,6,0.9826615994932826,0.05237644881157151,0.7904732520789218,0.0,0.5783502559393066,0.00018195002714322856,1.9551817374081476e-06
435,hastie,CF-Iso,7,0.9885541563548956,0.04405193713180583,0.8237809734550778,0.0033692702042832368,0.019765408743193862,0.0009769549010168127,6.177725178439793e-05
435,hastie,CF-Iso,8,0.9812020766205037,0.05507924173395268,0.7796266174782638,0.0,0.08387937792318322,0.0005325080818470264,2.5972841889197477e-06
435,hastie,CF-Iso,9,0.9856585615220483,0.047367507925743214,0.8104962787465821,0.9701918026969911,0.4022117772181989,2.6032681546516507e-05,2.9574043347364855e-07
460,hastie,CF-Iso,0,0.9814027753068849,0.05539310053151962,0.7782699231526078,0.5229400825708246,0.19799173472653064,0.00039401623923237704,1.6436845676654747e-06
460,hastie,CF-Iso,1,0.9843355317537845,0.0500300135062118,0.7997944359542426,0.4500466446646132,0.38648209926985067,0.00017335306467206233,6.402519125670971e-07
460,hastie,CF-Iso,2,0.9831546367193541,0.051575674934546435,0.7936969335008072,0.9945976604188277,0.38441534235823893,1.756429437845155e-05,5.494872646140359e-06
460,hastie,CF-Iso,3,0.9799939178807194,0.05752266310816511,0.7698291458119247,0.6363081279109819,0.761579640036273,8.634484752125547e-05,2.452707934335957e-06
460,hastie,CF-Iso,4,0.9855170037020156,0.04783983684723671,0.8085364113238851,0.5339640515895336,0.7080058273730216,0.00025980794398118963,1.9605417354049465e-05
460,hastie,CF-Iso,5,0.9862189000101793,0.046253967620472666,0.814954439986036,0.0,0.06552117300188082,0.00019319133182934287,4.0322520321420855e-07
460,hastie,CF-Iso,6,0.9825515884921825,0.05281221427334538,0.7887300159082093,0.8867567970585113,0.6263969386936508,0.0001406657803396635,2.858935594343493e-05
460,hastie,CF-Iso,7,0.988380145218183,0.043925678747746964,0.8242860393155284,0.029500324683203738,0.0004399807621415359,0.000822115664284751,6.878189317755292e-05
460,hastie,CF-Iso,8,0.9814757022242138,0.05435015623345478,0.7825437062549822,0.0,0.19361261861216605,5.4201685851534635e-05,3.420636924818797e-06
460,hastie,CF-Iso,9,0.985355396514936,0.04777410230223088,0.8088696120554419,0.7849590531005523,0.8860640736649745,0.00013601344454774382,2.6084712466642345e-06
485,hastie,CF-Iso,0,0.9821851094111369,0.053867707554455566,0.7843758370440758,0.19780803029543226,0.5406007147384913,0.0005290062651361015,9.718944446908886e-06
485,hastie,CF-Iso,1,0.9849362327643051,0.048991981770049035,0.8039483370762173,0.29678508887829136,0.48073792725142095,0.00034592601275464937,4.7078106426584296e-07
485,hastie,CF-Iso,2,0.9826519691590564,0.051156301667772665,0.7953744295501174,0.0,0.8070618459291317,0.00019787122676983874,2.470117898493447e-06
485,hastie,CF-Iso,3,0.9813001508081038,0.05561315706589562,0.7774698323357736,0.5696109334335736,0.5205597308566594,0.00032044944740505777,3.797676737188131e-09
485,hastie,CF-Iso,4,0.9864317239385889,0.04616006749079619,0.8152591489067756,0.9462714906255925,0.8794197341848716,0.0001588982880141527,2.5611186329191916e-05
485,hastie,CF-Iso,5,0.98602953629449,0.04699148541351502,0.8120038954153821,0.0,0.5725904783131087,0.00021055674185829467,3.974242416241491e-07
485,hastie,CF-Iso,6,0.9832461023880166,0.05218567913832093,0.791236407087425,0.9600299804421456,0.7502182257577483,8.1261351917384e-05,1.384658722139566e-05
485,hastie,CF-Iso,7,0.9876374310178073,0.045074165074496325,0.8196917999772133,0.030095912199151087,0.06683689144890671,0.000646507081287167,3.0193080411003967e-05
485,hastie,CF-Iso,8,0.9802996233702495,0.055456215861430194,0.7781183348480003,0.0,0.20490891836353942,1.5250663847260547e-05,1.297420107966852e-06
485,hastie,CF-Iso,9,0.9868796674964437,0.04518758494473269,0.8192175211137116,0.5894081328894394,0.22661295904358025,0.00021725797593698395,3.7691866093008935e-06
