depth,dataset,model,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
29,hastie,CF-Iso,3,0.9855491869166857,0.04851023485366394,0.8058914245306029,0.07129177750603333,0.000518270515469815,0.00048712190178600153,7.5943499214850445e-06
29,hastie,CF-Iso,4,0.9859832575513334,0.046838289062086175,0.8125447848011582,0.09861080296408431,0.01882220132282795,0.0002980618560946359,5.650821742086692e-05
29,hastie,CF-Iso,5,0.9876457956143186,0.044367162660848676,0.822502870928341,4.0885710594906755e-07,3.08287560281669e-08,0.0021214406311307644,4.3958823168994545e-05
29,hastie,CF-Iso,6,0.9847073596248515,0.048615332980907984,0.8055192199983678,0.19005909610868854,0.029652292229793445,0.00017246384033821723,1.460379321845031e-06
29,hastie,CF-Iso,7,0.9868713819906696,0.046081287583975075,0.8156630520994341,0.0007549513324707213,2.1009444357261512e-05,0.0006789815167597636,4.709848261671343e-05
29,hastie,CF-Iso,8,0.984137272475087,0.048617636386054014,0.8054796572480394,0.42517494770485675,0.44450676997570404,0.00014254563797448089,4.3586866589329666e-05
29,hastie,CF-Iso,9,0.9855847706258889,0.04808254086822328,0.8076356384183813,0.07473761251866684,0.015438162888524325,0.0005518234963167823,2.7272306224138385e-05
31,hastie,CF-Iso,0,0.9824408468244084,0.0522607920651209,0.7908080730358975,0.11479145589984152,0.018855639098522337,0.00036276383849420093,1.4831421802473213e-05
31,hastie,CF-Iso,1,0.9845425090449743,0.048820199394580974,0.804635760184137,0.07353582662012093,0.020010751110031505,0.0004172796365453734,8.385871499259904e-05
31,hastie,CF-Iso,2,0.9839921937639,0.047759951149178456,0.8089598557763631,0.19798728085075978,0.005078410858546963,0.0004664053574834722,8.70557072340182e-06
31,hastie,CF-Iso,3,0.9845690676217846,0.04945857302353975,0.8020967496177078,0.4104944246021054,0.016351719094293313,0.00027163700047574626,1.6899690234707927e-05
31,hastie,CF-Iso,4,0.9861228891285255,0.04627766997791159,0.8147884827067162,0.020046951349375175,0.02390513677609844,0.0008474110573741259,8.978505358158614e-05
31,hastie,CF-Iso,5,0.9875633379399984,0.04553352188672094,0.8178366853613008,2.5947646808965885e-07,1.6973095756926483e-07,0.0019775773917934955,6.083277550482829e-05
31,hastie,CF-Iso,6,0.9854276538764988,0.0476181728906581,0.809508259263294,0.5775748461495345,0.023771614983538553,8.061124770084712e-05,5.302709985555335e-06
31,hastie,CF-Iso,7,0.9856101901632816,0.04794043774265834,0.8082259754917981,0.0007766918688919544,0.0002776370097810421,0.0010607976951310222,0.00014370601980154377
31,hastie,CF-Iso,8,0.9843724437900546,0.04829001094617221,0.8067904945819241,0.21674958054857274,0.10251493173080445,0.00025492166098725676,3.4836797338514586e-05
31,hastie,CF-Iso,9,0.9865020448079659,0.045480274505087785,0.8180465547004845,0.37013146171462274,0.014185490020547418,0.00032079290199227224,1.3961545671444427e-05
33,hastie,CF-Iso,0,0.982142857142857,0.05195200818935669,0.7920440874825608,0.2621083181063275,0.2364308232712734,0.0003422280113860199,3.170271117156464e-05
33,hastie,CF-Iso,1,0.9844749246233613,0.049643859601071275,0.8013397115791938,0.1277415324764356,0.08060138868268843,0.00031312238299656354,5.2195335417743626e-05
33,hastie,CF-Iso,2,0.9837635266907141,0.04940907463495186,0.8023633501061482,0.055041785100660046,0.012789392610878088,0.0004932702612741385,3.056928091445883e-05
33,hastie,CF-Iso,3,0.9850821352862509,0.048387004357329386,0.8063845183317367,0.13639853413024583,0.000885755267211239,0.00039387380211857055,9.429734365065117e-07
33,hastie,CF-Iso,4,0.9868510633567165,0.04447421699148894,0.8220062243117251,0.04079643362613006,0.0050505876314231885,0.0006402283050015258,6.090929272859785e-05
33,hastie,CF-Iso,5,0.9865922932523841,0.04569742353366551,0.8171809735682083,9.325960408479439e-06,3.0113481603276638e-06,0.0011453365909389749,4.586015246321104e-05
33,hastie,CF-Iso,6,0.9847464746474648,0.04888523679605522,0.8044394967654557,0.24366364979961164,0.012693272153863344,0.00022479047852924514,8.888779798252545e-06
33,hastie,CF-Iso,7,0.9860748865705182,0.04778246779163039,0.8088578957388057,0.005933558609293232,0.00024327755032951722,0.0006498253112816957,8.819060012522085e-05
33,hastie,CF-Iso,8,0.9846698532602124,0.048592304499611126,0.805581010740305,0.23864885671929348,0.025518349844785352,0.0003717362113597249,2.329317737911077e-05
